BRAINBYSITE.TXT
Who has access

System properties
Type
Text
Size
577 KB
Storage used
577 KB
Location
Colab Notebooks
Owner
Whisper
Modified
May 27, 2021 by Whisper
Opened
9:01 AM by me
Created
8:57 AM
No description
Viewers can download
AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.1|0.1|0.1|Benign/Borderline|313|406542905|Male and Female|Choroid plexus|2014-2018|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|101|406542905|Male and Female|Choroid plexus|2014-2018|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|66|82080244|Male and Female|Choroid plexus|2015|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|22|82080244|Male and Female|Choroid plexus|2015|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|60|82106582|Male and Female|Choroid plexus|2016|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|82106582|Male and Female|Choroid plexus|2016|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|64|82062709|Male and Female|Choroid plexus|2017|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|16|82062709|Male and Female|Choroid plexus|2017|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|68|81129651|Male and Female|Choroid plexus|2018|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|17|81129651|Male and Female|Choroid plexus|2018|0.0|0.0|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|169|81754354|Male and Female|Craniopharyngioma|2004|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81754354|Male and Female|Craniopharyngioma|2004|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|172|82005260|Male and Female|Craniopharyngioma|2005|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82005260|Male and Female|Craniopharyngioma|2005|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|158|82324418|Male and Female|Craniopharyngioma|2006|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82324418|Male and Female|Craniopharyngioma|2006|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|182|82749431|Male and Female|Craniopharyngioma|2007|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|82749431|Male and Female|Craniopharyngioma|2007|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|162|83118264|Male and Female|Craniopharyngioma|2008|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|83118264|Male and Female|Craniopharyngioma|2008|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|172|83280391|Male and Female|Craniopharyngioma|2009|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|83280391|Male and Female|Craniopharyngioma|2009|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|175|83181748|Male and Female|Craniopharyngioma|2010|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|83181748|Male and Female|Craniopharyngioma|2010|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|158|82826880|Male and Female|Craniopharyngioma|2011|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82826880|Male and Female|Craniopharyngioma|2011|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|157|82482164|Male and Female|Craniopharyngioma|2012|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82482164|Male and Female|Craniopharyngioma|2012|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|182|82244884|Male and Female|Craniopharyngioma|2013|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|82244884|Male and Female|Craniopharyngioma|2013|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|198|82105856|Male and Female|Craniopharyngioma|2014|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|82105856|Male and Female|Craniopharyngioma|2014|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|834|406542905|Male and Female|Craniopharyngioma|2014-2018|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|406542905|Male and Female|Craniopharyngioma|2014-2018|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|177|82080244|Male and Female|Craniopharyngioma|2015|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82080244|Male and Female|Craniopharyngioma|2015|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|142|82106582|Male and Female|Craniopharyngioma|2016|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|82106582|Male and Female|Craniopharyngioma|2016|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|179|82062709|Male and Female|Craniopharyngioma|2017|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|82062709|Male and Female|Craniopharyngioma|2017|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|147|81129651|Male and Female|Craniopharyngioma|2018|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81129651|Male and Female|Craniopharyngioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Diffuse astrocytoma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|44|81754354|Male and Female|Diffuse astrocytoma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Diffuse astrocytoma|2005|~|~|~
0-19|0.0|0.1|0.1|Malignant|43|82005260|Male and Female|Diffuse astrocytoma|2005|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Diffuse astrocytoma|2006|~|~|~
0-19|0.0|0.1|0.0|Malignant|32|82324418|Male and Female|Diffuse astrocytoma|2006|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Diffuse astrocytoma|2007|~|~|~
0-19|0.0|0.1|0.1|Malignant|42|82749431|Male and Female|Diffuse astrocytoma|2007|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Diffuse astrocytoma|2008|~|~|~
0-19|0.0|0.1|0.1|Malignant|44|83118264|Male and Female|Diffuse astrocytoma|2008|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Diffuse astrocytoma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|38|83280391|Male and Female|Diffuse astrocytoma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Diffuse astrocytoma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|32|83181748|Male and Female|Diffuse astrocytoma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Diffuse astrocytoma|2011|~|~|~
0-19|0.0|0.1|0.0|Malignant|35|82826880|Male and Female|Diffuse astrocytoma|2011|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Diffuse astrocytoma|2012|~|~|~
0-19|0.0|0.0|0.0|Malignant|28|82482164|Male and Female|Diffuse astrocytoma|2012|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Diffuse astrocytoma|2013|~|~|~
0-19|0.0|0.0|0.0|Malignant|16|82244884|Male and Female|Diffuse astrocytoma|2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Diffuse astrocytoma|2014|~|~|~
0-19|~|~|~|Malignant|~|82105856|Male and Female|Diffuse astrocytoma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Diffuse astrocytoma|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|32|406542905|Male and Female|Diffuse astrocytoma|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Diffuse astrocytoma|2015|~|~|~
0-19|~|~|~|Malignant|~|82080244|Male and Female|Diffuse astrocytoma|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Diffuse astrocytoma|2016|~|~|~
0-19|~|~|~|Malignant|~|82106582|Male and Female|Diffuse astrocytoma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Diffuse astrocytoma|2017|~|~|~
0-19|~|~|~|Malignant|~|82062709|Male and Female|Diffuse astrocytoma|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Diffuse astrocytoma|2018|~|~|~
0-19|~|~|~|Malignant|~|81129651|Male and Female|Diffuse astrocytoma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Embryonal/primitive/medulloblastoma|2004|~|~|~
0-19|0.6|0.7|0.6|Malignant|509|81754354|Male and Female|Embryonal/primitive/medulloblastoma|2004|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Embryonal/primitive/medulloblastoma|2005|~|~|~
0-19|0.5|0.6|0.6|Malignant|466|82005260|Male and Female|Embryonal/primitive/medulloblastoma|2005|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Embryonal/primitive/medulloblastoma|2006|~|~|~
0-19|0.6|0.7|0.6|Malignant|498|82324418|Male and Female|Embryonal/primitive/medulloblastoma|2006|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Embryonal/primitive/medulloblastoma|2007|~|~|~
0-19|0.6|0.7|0.6|Malignant|519|82749431|Male and Female|Embryonal/primitive/medulloblastoma|2007|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Embryonal/primitive/medulloblastoma|2008|~|~|~
0-19|0.6|0.7|0.7|Malignant|551|83118264|Male and Female|Embryonal/primitive/medulloblastoma|2008|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Embryonal/primitive/medulloblastoma|2009|~|~|~
0-19|0.6|0.7|0.6|Malignant|515|83280391|Male and Female|Embryonal/primitive/medulloblastoma|2009|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Embryonal/primitive/medulloblastoma|2010|~|~|~
0-19|0.5|0.6|0.6|Malignant|489|83181748|Male and Female|Embryonal/primitive/medulloblastoma|2010|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Embryonal/primitive/medulloblastoma|2011|~|~|~
0-19|0.5|0.7|0.6|Malignant|497|82826880|Male and Female|Embryonal/primitive/medulloblastoma|2011|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Embryonal/primitive/medulloblastoma|2012|~|~|~
0-19|0.5|0.6|0.6|Malignant|466|82482164|Male and Female|Embryonal/primitive/medulloblastoma|2012|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Embryonal/primitive/medulloblastoma|2013|~|~|~
0-19|0.5|0.6|0.6|Malignant|459|82244884|Male and Female|Embryonal/primitive/medulloblastoma|2013|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Embryonal/primitive/medulloblastoma|2014|~|~|~
0-19|0.6|0.7|0.6|Malignant|493|82105856|Male and Female|Embryonal/primitive/medulloblastoma|2014|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Embryonal/primitive/medulloblastoma|2014-2018|~|~|~
0-19|0.5|0.6|0.6|Malignant|2251|406542905|Male and Female|Embryonal/primitive/medulloblastoma|2014-2018|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Embryonal/primitive/medulloblastoma|2015|~|~|~
0-19|0.5|0.7|0.6|Malignant|489|82080244|Male and Female|Embryonal/primitive/medulloblastoma|2015|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Embryonal/primitive/medulloblastoma|2016|~|~|~
0-19|0.5|0.6|0.6|Malignant|466|82106582|Male and Female|Embryonal/primitive/medulloblastoma|2016|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Embryonal/primitive/medulloblastoma|2017|~|~|~
0-19|0.5|0.6|0.6|Malignant|470|82062709|Male and Female|Embryonal/primitive/medulloblastoma|2017|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Embryonal/primitive/medulloblastoma|2018|~|~|~
0-19|0.4|0.5|0.4|Malignant|350|81129651|Male and Female|Embryonal/primitive/medulloblastoma|2018|0.4|0.5|0.4
0-19|0.0|0.0|0.0|Benign/Borderline|25|81754354|Male and Female|Ependymoma variants|2004|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|81754354|Male and Female|Ependymoma variants|2004|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|25|82005260|Male and Female|Ependymoma variants|2005|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|82005260|Male and Female|Ependymoma variants|2005|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|40|82324418|Male and Female|Ependymoma variants|2006|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82324418|Male and Female|Ependymoma variants|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|30|82749431|Male and Female|Ependymoma variants|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82749431|Male and Female|Ependymoma variants|2007|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|29|83118264|Male and Female|Ependymoma variants|2008|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|83118264|Male and Female|Ependymoma variants|2008|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|29|83280391|Male and Female|Ependymoma variants|2009|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|83280391|Male and Female|Ependymoma variants|2009|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|40|83181748|Male and Female|Ependymoma variants|2010|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|83181748|Male and Female|Ependymoma variants|2010|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|43|82826880|Male and Female|Ependymoma variants|2011|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|82826880|Male and Female|Ependymoma variants|2011|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|33|82482164|Male and Female|Ependymoma variants|2012|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82482164|Male and Female|Ependymoma variants|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|38|82244884|Male and Female|Ependymoma variants|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82244884|Male and Female|Ependymoma variants|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Ependymoma variants|2014|~|~|~
0-19|~|~|~|Malignant|~|82105856|Male and Female|Ependymoma variants|2014|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|145|406542905|Male and Female|Ependymoma variants|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|406542905|Male and Female|Ependymoma variants|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|28|82080244|Male and Female|Ependymoma variants|2015|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|82080244|Male and Female|Ependymoma variants|2015|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|38|82106582|Male and Female|Ependymoma variants|2016|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82106582|Male and Female|Ependymoma variants|2016|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|36|82062709|Male and Female|Ependymoma variants|2017|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|82062709|Male and Female|Ependymoma variants|2017|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|30|81129651|Male and Female|Ependymoma variants|2018|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|81129651|Male and Female|Ependymoma variants|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Ependymoma/anaplastic ependymoma|2004|~|~|~
0-19|0.2|0.3|0.2|Malignant|200|81754354|Male and Female|Ependymoma/anaplastic ependymoma|2004|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Ependymoma/anaplastic ependymoma|2005|~|~|~
0-19|0.2|0.3|0.3|Malignant|217|82005260|Male and Female|Ependymoma/anaplastic ependymoma|2005|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Ependymoma/anaplastic ependymoma|2006|~|~|~
0-19|0.2|0.3|0.3|Malignant|209|82324418|Male and Female|Ependymoma/anaplastic ependymoma|2006|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Ependymoma/anaplastic ependymoma|2007|~|~|~
0-19|0.2|0.3|0.2|Malignant|186|82749431|Male and Female|Ependymoma/anaplastic ependymoma|2007|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Ependymoma/anaplastic ependymoma|2008|~|~|~
0-19|0.2|0.2|0.2|Malignant|171|83118264|Male and Female|Ependymoma/anaplastic ependymoma|2008|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Ependymoma/anaplastic ependymoma|2009|~|~|~
0-19|0.2|0.3|0.2|Malignant|194|83280391|Male and Female|Ependymoma/anaplastic ependymoma|2009|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Ependymoma/anaplastic ependymoma|2010|~|~|~
0-19|0.2|0.3|0.3|Malignant|214|83181748|Male and Female|Ependymoma/anaplastic ependymoma|2010|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Ependymoma/anaplastic ependymoma|2011|~|~|~
0-19|0.2|0.3|0.3|Malignant|213|82826880|Male and Female|Ependymoma/anaplastic ependymoma|2011|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Ependymoma/anaplastic ependymoma|2012|~|~|~
0-19|0.2|0.3|0.2|Malignant|202|82482164|Male and Female|Ependymoma/anaplastic ependymoma|2012|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Ependymoma/anaplastic ependymoma|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|204|82244884|Male and Female|Ependymoma/anaplastic ependymoma|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Ependymoma/anaplastic ependymoma|2014|~|~|~
0-19|0.2|0.3|0.2|Malignant|197|82105856|Male and Female|Ependymoma/anaplastic ependymoma|2014|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Ependymoma/anaplastic ependymoma|2014-2018|~|~|~
0-19|0.2|0.2|0.2|Malignant|954|406542905|Male and Female|Ependymoma/anaplastic ependymoma|2014-2018|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Ependymoma/anaplastic ependymoma|2015|~|~|~
0-19|0.2|0.3|0.2|Malignant|201|82080244|Male and Female|Ependymoma/anaplastic ependymoma|2015|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Ependymoma/anaplastic ependymoma|2016|~|~|~
0-19|0.2|0.3|0.2|Malignant|181|82106582|Male and Female|Ependymoma/anaplastic ependymoma|2016|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Ependymoma/anaplastic ependymoma|2017|~|~|~
0-19|0.2|0.3|0.3|Malignant|220|82062709|Male and Female|Ependymoma/anaplastic ependymoma|2017|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Ependymoma/anaplastic ependymoma|2018|~|~|~
0-19|0.2|0.2|0.2|Malignant|166|81129651|Male and Female|Ependymoma/anaplastic ependymoma|2018|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|32|81754354|Male and Female|Germ Cell Tumors|2004|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Malignant|148|81754354|Male and Female|Germ Cell Tumors|2004|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|36|82005260|Male and Female|Germ Cell Tumors|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Malignant|133|82005260|Male and Female|Germ Cell Tumors|2005|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Benign/Borderline|46|82324418|Male and Female|Germ Cell Tumors|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Malignant|127|82324418|Male and Female|Germ Cell Tumors|2006|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|34|82749431|Male and Female|Germ Cell Tumors|2007|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Malignant|133|82749431|Male and Female|Germ Cell Tumors|2007|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|37|83118264|Male and Female|Germ Cell Tumors|2008|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Malignant|146|83118264|Male and Female|Germ Cell Tumors|2008|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Benign/Borderline|48|83280391|Male and Female|Germ Cell Tumors|2009|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Malignant|141|83280391|Male and Female|Germ Cell Tumors|2009|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Benign/Borderline|43|83181748|Male and Female|Germ Cell Tumors|2010|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Malignant|165|83181748|Male and Female|Germ Cell Tumors|2010|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|38|82826880|Male and Female|Germ Cell Tumors|2011|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Malignant|137|82826880|Male and Female|Germ Cell Tumors|2011|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|39|82482164|Male and Female|Germ Cell Tumors|2012|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Malignant|131|82482164|Male and Female|Germ Cell Tumors|2012|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Benign/Borderline|47|82244884|Male and Female|Germ Cell Tumors|2013|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Malignant|157|82244884|Male and Female|Germ Cell Tumors|2013|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Benign/Borderline|48|82105856|Male and Female|Germ Cell Tumors|2014|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Malignant|136|82105856|Male and Female|Germ Cell Tumors|2014|0.1|0.2|0.2
0-19|0.1|0.1|0.1|Benign/Borderline|237|406542905|Male and Female|Germ Cell Tumors|2014-2018|0.1|0.1|0.1
0-19|0.2|0.2|0.2|Malignant|752|406542905|Male and Female|Germ Cell Tumors|2014-2018|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|37|82080244|Male and Female|Germ Cell Tumors|2015|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Malignant|152|82080244|Male and Female|Germ Cell Tumors|2015|0.2|0.2|0.2
0-19|0.1|0.1|0.1|Benign/Borderline|60|82106582|Male and Female|Germ Cell Tumors|2016|0.1|0.1|0.1
0-19|0.2|0.2|0.2|Malignant|168|82106582|Male and Female|Germ Cell Tumors|2016|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Benign/Borderline|38|82062709|Male and Female|Germ Cell Tumors|2017|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Malignant|173|82062709|Male and Female|Germ Cell Tumors|2017|0.2|0.2|0.2
0-19|0.1|0.1|0.1|Benign/Borderline|54|81129651|Male and Female|Germ Cell Tumors|2018|0.1|0.1|0.1
0-19|0.1|0.2|0.2|Malignant|127|81129651|Male and Female|Germ Cell Tumors|2018|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Glioblastoma|2004|~|~|~
0-19|0.1|0.2|0.2|Malignant|128|81754354|Male and Female|Glioblastoma|2004|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Glioblastoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|100|82005260|Male and Female|Glioblastoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Glioblastoma|2006|~|~|~
0-19|0.1|0.2|0.1|Malignant|111|82324418|Male and Female|Glioblastoma|2006|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Glioblastoma|2007|~|~|~
0-19|0.1|0.2|0.2|Malignant|127|82749431|Male and Female|Glioblastoma|2007|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Glioblastoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|129|83118264|Male and Female|Glioblastoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Glioblastoma|2009|~|~|~
0-19|0.1|0.2|0.1|Malignant|122|83280391|Male and Female|Glioblastoma|2009|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|83181748|Male and Female|Glioblastoma|2010|~|~|~
0-19|0.1|0.2|0.1|Malignant|118|83181748|Male and Female|Glioblastoma|2010|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|82826880|Male and Female|Glioblastoma|2011|~|~|~
0-19|0.2|0.2|0.2|Malignant|160|82826880|Male and Female|Glioblastoma|2011|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82482164|Male and Female|Glioblastoma|2012|~|~|~
0-19|0.2|0.2|0.2|Malignant|155|82482164|Male and Female|Glioblastoma|2012|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82244884|Male and Female|Glioblastoma|2013|~|~|~
0-19|0.2|0.2|0.2|Malignant|163|82244884|Male and Female|Glioblastoma|2013|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82105856|Male and Female|Glioblastoma|2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|145|82105856|Male and Female|Glioblastoma|2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|406542905|Male and Female|Glioblastoma|2014-2018|~|~|~
0-19|0.2|0.2|0.2|Malignant|698|406542905|Male and Female|Glioblastoma|2014-2018|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82080244|Male and Female|Glioblastoma|2015|~|~|~
0-19|0.2|0.2|0.2|Malignant|150|82080244|Male and Female|Glioblastoma|2015|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82106582|Male and Female|Glioblastoma|2016|~|~|~
0-19|0.1|0.2|0.2|Malignant|138|82106582|Male and Female|Glioblastoma|2016|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82062709|Male and Female|Glioblastoma|2017|~|~|~
0-19|0.1|0.2|0.2|Malignant|140|82062709|Male and Female|Glioblastoma|2017|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|81129651|Male and Female|Glioblastoma|2018|~|~|~
0-19|0.1|0.2|0.2|Malignant|131|81129651|Male and Female|Glioblastoma|2018|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Glioma malignant, NOS|2004|~|~|~
0-19|0.5|0.6|0.6|Malignant|462|81754354|Male and Female|Glioma malignant, NOS|2004|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.6|0.6|Malignant|460|82005260|Male and Female|Glioma malignant, NOS|2005|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Glioma malignant, NOS|2006|~|~|~
0-19|0.6|0.7|0.6|Malignant|489|82324418|Male and Female|Glioma malignant, NOS|2006|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Glioma malignant, NOS|2007|~|~|~
